px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-5.56902	10.4803	6.43448	-1.24943	37.6439	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	2.37152e-321
0.458583	13.6854	5.21111	-3.04231	36.7993	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	2.37152e-321
-1.23943	13.6008	5.39339	-1.36623	8.3778	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	2.37152e-321
-0.192455	13.2851	5.40581	1.837	8.2602	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	2.37152e-321
-0.274567	11.7042	5.2195	-1.81124	7.37338	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	2.37152e-321
0.0501446	12.9291	5.04833	-2.34707	6.97757	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	2.37152e-321
-14.3074	-2.26362	8.17629	-2.21613	9.58587	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	2.37152e-321
-0.4814	12.3668	4.54225	-2.80384	8.80628	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	2.37152e-321
-19.0722	5.57431	8.3323	0.426385	12.404	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	2.37152e-321
-0.583471	12.0397	9.84733	0.981153	13.7591	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	2.37152e-321
-9.20333	0.4024	5.36114	-1.70351	12.734	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.37152e-321
-1.17413	11.399	7.544	-2.87827	13.8151	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	2.37152e-321
-12.1619	8.08387	10.7371	-2.8793	11.2073	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.37152e-321
-1.38938	11.0289	7.39877	-0.352743	7.66401	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.37152e-321
1.34908	10.1187	5.21697	-1.93125	20.3388	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	2.37152e-321
-1.49658	10.4197	5.08811	-0.584784	20.5208	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	2.37152e-321
-1.77222	10.8068	3.1467	-1.81038	14.9793	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	2.37152e-321
-1.61944	10.2375	3.202	2.2506	15.2705	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	2.37152e-321
-0.909329	9.06802	-0.856228	-0.595161	15.1394	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	2.37152e-321
-1.73433	9.71267	-1.03777	0.571485	15.1296	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	2.37152e-321
-25.4825	-5.85866	-1.17049	-2.74292	22.1441	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.37152e-321
-1.93455	8.76131	3.98747	0.860319	23.2719	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	2.37152e-321
-15.0396	-6.57391	0.287215	-1.11167	13.6029	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	2.37152e-321
-2.17781	8.54059	3.53436	-1.9614	13.4205	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	2.37152e-321
-19.7243	-34.7466	12.3558	0.777352	0.475783	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.37152e-321
-2.21397	8.14818	7.96095	-1.16098	-5.27395	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	2.37152e-321
-3.43866	10.7808	7.90275	-1.66381	-2.7358	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	2.37152e-321
-2.60017	7.60317	7.7069	-2.66651	0.28601	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	2.37152e-321
-6.9834	17.8048	8.00699	0.852352	1.19113	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	2.37152e-321
-2.79913	7.06467	4.18439	-3.02693	1.56244	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	2.37152e-321
-17.0071	7.99231	6.27451	-2.66098	-3.54043	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	2.37152e-321
-2.74711	6.86988	2.69513	-2.88882	-4.87593	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.37152e-321
-25.655	1.62547	4.57766	-0.109961	-6.68874	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	2.37152e-321
-2.90247	6.22952	4.56105	-1.4373	-7.7339	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	2.37152e-321
-0.255294	-14.5704	8.9182	2.94289	-7.98343	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	2.37152e-321
-3.17795	5.53018	8.2886	-2.02698	-8.02956	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	2.37152e-321
-6.65636	-1.31879	11.7698	-2.22696	-4.37713	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.37152e-321
-3.43068	5.10529	11.0929	-0.897797	-4.4133	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	2.37152e-321
-0.917918	1.88914	11.0773	-0.0922406	-6.74661	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	2.37152e-321
-3.6944	4.5215	11.7909	2.16874	-8.98606	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.37152e-321
-7.68509	11.6334	13.1967	0.30231	-7.25371	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.37152e-321
-4.00296	4.04867	12.5059	1.86402	-6.87679	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.37152e-321
2.81428	-18.243	8.95932	1.27098	-7.14073	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	2.37152e-321
-3.87904	3.75131	12.822	2.81262	-7.5855	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	2.37152e-321
-15.3299	8.62334	14.5204	-1.36555	-8.64026	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	2.37152e-321
-4.15313	3.21928	13.0407	-0.854029	-7.23816	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	2.37152e-321
9.8668	-13.0605	16.3026	-1.09293	-7.65199	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	2.37152e-321
-4.32249	2.55135	13.2337	-1.48349	-11.0476	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	2.37152e-321
-3.29015	-14.9649	16.054	-2.04634	-16.189	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	2.37152e-321
-4.61143	2.09148	13.4119	-1.60804	-14.0568	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	2.37152e-321
-6.49145	-11.7796	15.0094	1.20285	-12.8786	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	2.37152e-321
-4.86771	1.53418	13.322	-0.0613295	-12.6468	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	2.37152e-321
-10.3199	0.810407	12.806	1.16821	-5.36893	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	2.37152e-321
-4.66792	1.28647	13.4237	-1.76638	-5.87367	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	2.37152e-321
-9.87502	-11.8569	15.8396	1.49933	-7.97453	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	2.37152e-321
-4.85924	0.826063	11.3214	-0.0464917	-6.98939	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	2.37152e-321
-16.2184	0.420371	11.0309	-0.849222	-8.22694	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	2.37152e-321
-5.12333	0.257115	12.7643	0.300156	-7.65369	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	2.37152e-321
-7.34979	-1.82747	11.0548	2.31272	-6.5061	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	2.37152e-321
-5.29974	-0.213002	11.3425	1.18186	-6.55166	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	2.37152e-321
-3.9283	-2.19997	8.93408	-1.69455	-16.5515	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	2.37152e-321
-5.85304	-0.445941	7.08069	2.32566	-16.2068	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	2.37152e-321
-15.2332	9.73603	9.02051	-2.21652	-16.0804	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	2.37152e-321
-5.87848	-1.26853	7.00355	0.633318	-16.1041	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	2.37152e-321
12.817	12.2381	10.64	2.46107	-29.0575	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.37152e-321
-6.27221	-1.50884	7.2171	-2.06967	-28.959	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	2.37152e-321
5.91255	20.2483	3.47042	-1.76547	-33.437	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	2.37152e-321
-6.33779	-2.1373	7.02339	-1.88235	-34.3377	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	2.37152e-321
1.32871	22.5773	3.71746	2.60681	-29.8905	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	2.37152e-321
-6.7925	-2.44517	7.59311	-1.27807	-28.2976	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	2.37152e-321
-13.5038	19.6918	4.54021	-2.48604	-28.5236	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	2.37152e-321
-6.8007	-3.10034	7.78828	-1.12453	-28.6585	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.37152e-321
-18.8105	21.4012	4.23689	2.48598	-26.9887	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	2.37152e-321
-7.12014	-3.263	8.62121	-2.98128	-25.0601	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	2.37152e-321
-7.70145	2.74765	8.82363	-1.46139	-17.8829	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	2.37152e-321
-7.4901	-3.49077	9.65555	3.12497	-17.9553	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	2.37152e-321
-15.0181	-3.37254	9.26337	-1.26873	-1.01594	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	2.37152e-321
-7.8808	-4.29795	7.27531	2.92678	-1.85263	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	2.37152e-321
-4.30883	-3.09872	8.21892	1.83116	-4.19456	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	2.37152e-321
-8.22487	-4.79808	8.4841	2.93954	-4.22492	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	2.37152e-321
-31.89	0.384901	11.6736	-2.79673	-3.76192	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.37152e-321
-8.33588	-5.10482	8.23835	-1.26332	-4.12998	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	2.37152e-321
-18.4832	24.1759	2.47056	-0.201815	-9.60448	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	2.37152e-321
-8.91464	-5.51683	6.7128	1.06538	-10.1449	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	2.37152e-321
-14.5826	-12.322	6.10087	-0.432875	-6.29218	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	2.37152e-321
-9.03399	-5.80281	7.1835	-0.67072	-6.03326	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	2.37152e-321
-39.0416	16.2424	2.16804	2.91619	-4.60922	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	2.37152e-321
-9.30784	-5.82221	4.96666	2.68723	-3.01301	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	2.37152e-321
-24.3248	1.78297	4.56274	1.68292	-14.2679	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	2.37152e-321
-9.62583	-6.55961	2.27194	-1.23238	-14.301	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	2.37152e-321
-29.8278	51.1425	-12.2358	0.070936	13.9107	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	2.37152e-321
-10.2247	-6.83276	-5.15984	-1.7062	17.1114	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	2.37152e-321
-6.21986	23.8071	-9.28309	-2.93771	7.57779	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	2.37152e-321
-10.7617	-7.29097	-5.04924	1.32183	7.27809	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	2.37152e-321
-8.09206	3.72406	-4.02156	0.637254	7.17193	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	2.37152e-321
-11.2222	-7.56939	-5.55398	-1.18629	7.58378	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	2.37152e-321
-20.2648	14.8141	-8.52735	-2.83212	2.16731	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	2.37152e-321
-11.0936	-7.67723	-5.28341	-0.332774	2.14907	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	2.37152e-321
-38.403	-0.342853	-9.26867	0.648324	-15.016	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	2.37152e-321
-11.5272	-7.82107	-5.55913	-2.22358	-14.2398	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	2.37152e-321
5.15155	13.2057	-9.01204	0.387592	-24.4146	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	2.37152e-321
-12.0904	-8.08738	-5.7216	-1.47877	-23.1078	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	2.37152e-321
-13.516	5.01725	-7.17734	1.23465	12.5682	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.37152e-321
-12.4237	-8.2597	-5.33722	-0.241552	11.3707	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	2.37152e-321
-45.9775	0.0520016	-10.2554	0.379332	9.39158	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	2.37152e-321
-13.2915	-8.6451	-5.83104	-0.439254	10.15	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	2.37152e-321
-55.8135	11.6701	-9.53365	-0.473069	7.50955	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.37152e-321
-13.3874	-8.58216	-3.34054	1.46921	7.85193	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	2.37152e-321
-10.3134	24.4945	-0.167925	1.4978	-4.35639	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	2.37152e-321
-13.9916	-8.99288	-4.18596	0.487845	-3.7865	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	2.37152e-321
-13.98	-8.3796	-2.72323	-0.192998	-25.9469	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.37152e-321
-14.427	-9.18601	-2.89473	-2.23159	-25.6281	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	2.37152e-321
-1.9718	6.49394	-6.77488	0.744431	-14.9327	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	2.37152e-321
-15.0625	-9.04333	-6.45327	1.23752	-14.7984	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	2.37152e-321
-3.68837	24.6735	-3.30942	2.48917	-9.58892	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	2.37152e-321
-15.6679	-9.56705	-7.58359	1.26459	-9.34304	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	2.37152e-321
12.0366	77.0348	8.21549	-2.8966	-11.4064	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.37152e-321
-16.0867	-9.59633	-0.869875	0.88196	-12.4247	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.37152e-321
21.6301	35.9864	7.0285	1.17125	-31.729	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.37152e-321
-16.4198	-9.37159	-0.0530317	-0.12283	-34.9288	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	2.37152e-321
-2.72845	-11.1416	2.96424	-0.240586	-34.809	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	2.37152e-321
-17.1127	-9.4285	1.29011	-0.580008	-34.8469	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	2.37152e-321
-59.891	18.4915	-5.70428	-3.13829	-36.1717	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	2.37152e-321
-17.5448	-9.57359	0.352569	2.19866	-36.3707	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	2.37152e-321
-26.8479	3.1261	2.99233	1.99286	-32.8453	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	2.37152e-321
-17.9732	-9.42332	1.05251	2.54707	-32.8495	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	2.37152e-321
-18.46	-9.11243	4.80649	-1.71898	-31.7187	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	2.37152e-321
-18.2763	-9.60997	4.7713	2.5273	-31.7197	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.37152e-321
-31.9357	0.165094	8.52107	-2.83057	-7.88967	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	2.37152e-321
-18.9545	-9.51523	6.51022	-0.166603	-8.90545	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	2.37152e-321
-61.767	-3.20759	1.42981	-2.95586	-8.1266	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	2.37152e-321
-19.2986	-9.09711	5.67077	1.88769	-7.52796	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.37152e-321
-23.879	5.97366	6.33721	3.09802	14.0528	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	2.37152e-321
-19.8731	-8.96394	4.84841	2.17947	10.3875	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	2.37152e-321
-46.0299	28.3783	9.49201	2.88385	3.55885	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	2.37152e-321
-20.1605	-9.59582	4.31265	1.70553	3.40246	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	2.37152e-321
-22.8189	-0.246762	5.96166	-2.56705	42.0175	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	2.37152e-321
-20.6596	-8.91516	4.69767	1.66457	39.0549	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	2.37152e-321
-22.9921	14.7432	7.10187	-1.11031	52.633	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.37152e-321
-21.0189	-8.85049	4.26256	0.0878166	51.4361	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	2.37152e-321
-23.908	-8.91902	4.52985	-3.02913	68.0518	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	2.37152e-321
-21.5094	-8.81367	4.56299	1.70266	74.9283	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.37152e-321
-28.4089	42.327	10.8081	1.65342	65.209	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	2.37152e-321
-21.9873	-8.57153	5.10612	0.442336	64.9759	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	2.37152e-321
-26.0373	-10.422	4.73229	-2.45365	48.6325	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.37152e-321
-22.5922	-8.34277	4.7424	-0.963879	48.2767	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	2.37152e-321
-45.7462	23.1497	0.394083	-2.75663	49.3889	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	2.37152e-321
-22.9862	-7.67207	4.49233	-0.572125	50.1721	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	2.37152e-321
-25.0316	-6.30564	4.93924	-1.88838	51.8451	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	2.37152e-321
-23.4777	-7.56582	5.16627	-0.810722	51.8206	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.37152e-321
-58.34	29.2412	-0.432391	2.54668	52.178	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	2.37152e-321
-23.5393	-7.35854	4.95052	1.71515	52.4139	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	2.37152e-321
-31.1329	44.8142	10.6624	2.40175	57.4981	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	2.37152e-321
-23.9377	-7.26099	4.882	-2.55489	67.941	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.37152e-321
16.4731	19.4927	-0.357576	0.845906	69.5733	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.37152e-321
-24.2558	-6.43661	5.55088	-1.32324	70.6056	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	2.37152e-321
-37.7143	47.1371	-0.745542	2.11467	67.4129	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	2.37152e-321
-24.2991	-6.43702	5.02049	-1.15184	65.071	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	2.37152e-321
-34.0343	14.8981	1.60755	-2.22199	4.84471	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	2.37152e-321
-25.1461	-5.91889	4.03255	0.335333	6.17019	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.37152e-321
-25.3345	-5.2231	4.05914	3.0615	4.91216	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	2.37152e-321
-25.1942	-5.64483	4.19805	1.18634	4.97432	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	2.37152e-321
-3.22024	47.7594	10.4839	0.801308	2.92449	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	2.37152e-321
-25.5713	-5.10223	4.14479	-0.453006	2.55205	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	2.37152e-321
-51.1703	8.97923	1.20238	-2.56279	3.37226	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	2.37152e-321
-25.6953	-4.89971	4.23406	-1.24113	3.38117	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	2.37152e-321
-43.2618	47.5614	-1.77578	0.416434	6.1576	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	2.37152e-321
-25.9517	-4.26619	3.97923	-1.91085	6.67362	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	2.37152e-321
-7.9026	45.6455	-1.66388	0.304541	6.791	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	2.37152e-321
-26.12	-3.67671	3.71567	-0.168113	6.97365	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.37152e-321
-54.764	1.52291	0.557143	1.77048	-1.58095	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	2.37152e-321
-25.9977	-3.24729	3.60603	2.29084	5.36193	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	2.37152e-321
-54.2011	28.1262	8.01355	-1.14552	-2.02941	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	2.37152e-321
-26.1753	-2.8794	2.28082	-2.20425	1.79599	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	2.37152e-321
1.26488	33.2043	-2.35257	1.3842	2.02993	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	2.37152e-321
-26.6735	-2.73861	1.14539	3.12381	1.62595	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	2.37152e-321
-50.4751	5.06168	3.85384	-2.83099	2.62029	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	2.37152e-321
-26.6694	-2.17221	1.55491	-1.18603	0.055036	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	2.37152e-321
-40.8712	45.8498	-4.00459	0.0723733	1.27825	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.37152e-321
-26.4671	-1.53188	0.672275	-0.00778339	0.107328	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	2.37152e-321
-31.455	4.91333	-0.420894	1.92948	1.42894	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	2.37152e-321
-26.5998	-1.14275	-1.03543	-1.21619	1.42536	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	2.37152e-321
-43.5583	41.9867	-5.47924	2.18717	-0.3629	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	2.37152e-321
-26.7345	-0.594717	-1.82378	1.04146	-0.405006	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	2.37152e-321
-9.81152	34.8597	2.04171	-0.821358	-0.27964	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.37152e-321
-26.4553	0.0603473	-1.30209	0.24893	0.542298	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.37152e-321
-43.5723	-5.73622	-3.33758	-1.62846	-5.00927	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.37152e-321
-26.6202	0.575879	-1.83753	-1.88896	-4.44205	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	2.37152e-321
-41.3138	-44.7845	2.86604	2.85226	-5.53173	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	2.37152e-321
-26.7294	1.06049	-1.52793	-1.69178	-0.357026	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	2.37152e-321
-31.844	-49.3933	3.61472	-2.58259	2.28208	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	2.37152e-321
-26.3984	1.42176	-1.55991	-0.0402831	5.96343	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	2.37152e-321
-38.0581	1.72014	-2.67925	1.91409	6.37703	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	2.37152e-321
-26.3686	1.78986	-1.32093	-0.306692	3.5175	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	2.37152e-321
22.1402	-13.8213	3.45332	2.56131	0.639902	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	2.37152e-321
-26.2495	2.18578	-0.818551	-2.56087	-1.98121	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	2.37152e-321
-35.4516	-4.40556	0.868237	1.17821	-0.714305	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	2.37152e-321
-26.0643	2.80708	-0.527131	-1.09702	-0.854537	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	2.37152e-321
