px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
2.04677	-51.3614	7.33217	-0.0839859	-3.28384	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.37152e-321
-25.8345	3.41963	1.8289	1.45715	-3.76331	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	2.37152e-321
-24.9567	2.99676	1.37857	-0.579112	-2.70589	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.37152e-321
-25.6666	3.63509	1.30223	-0.319506	-2.70368	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	2.37152e-321
-29.2303	4.81275	0.988752	-0.179057	-3.09398	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	2.37152e-321
-25.7493	3.99924	1.31898	-2.02155	-3.08946	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	2.37152e-321
-31.0467	-6.61239	2.79814	0.950807	-18.4407	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	2.37152e-321
-25.0211	4.52781	1.9978	3.12553	-17.771	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.37152e-321
-25.9268	4.68819	2.13641	-0.109844	-17.1202	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	2.37152e-321
-25.0393	4.85754	1.53932	2.31304	-16.9349	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	2.37152e-321
2.17326	-24.7208	-1.80783	1.35362	-46.2705	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.37152e-321
-24.5039	5.35287	2.01442	0.102247	-45.2359	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	2.37152e-321
-90.7272	-1.42597	-4.39934	-0.0457722	-40.9412	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	2.37152e-321
-24.1161	5.60783	1.62953	0.39489	-33.4259	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	2.37152e-321
-1.82796	14.84	4.06107	-2.9107	-27.5291	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	2.37152e-321
-23.9155	5.9446	2.0894	-1.6231	-27.1768	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	2.37152e-321
-27.2549	-56.8576	7.87854	-0.326422	-27.9641	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	2.37152e-321
-23.6472	6.2907	1.99281	0.66471	-28.2068	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	2.37152e-321
-80.4414	-38.0652	-4.29959	1.16572	-8.3949	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	2.37152e-321
-23.0106	6.86215	2.21918	2.0019	-4.55933	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	2.37152e-321
14.5777	-73.9224	-6.19764	-0.756808	2.5647	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	2.37152e-321
-22.7	7.06205	2.30055	-2.02658	3.64344	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	2.37152e-321
-49.6575	-47.643	8.22853	0.177966	29.1463	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	2.37152e-321
-22.5083	7.3149	2.63003	0.818153	29.3268	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	2.37152e-321
-94.803	-70.1309	-6.60302	-0.116939	42.1164	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.37152e-321
-22.1948	7.69393	3.51802	2.91429	53.2139	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.37152e-321
-8.24479	4.28855	1.23778	0.363463	112.814	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	2.37152e-321
-21.642	7.92611	2.67431	-0.33713	120.502	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	2.37152e-321
-24.2471	8.89178	2.68724	0.180829	141.085	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	2.37152e-321
-21.0859	7.83595	2.99907	1.57337	140.272	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	2.37152e-321
-21.1903	-18.9292	0.197965	-0.58219	125.898	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	2.37152e-321
-21.052	8.50971	2.72937	-2.17672	126.879	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	2.37152e-321
-64.3454	-54.0184	9.765	-0.507805	122.133	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	2.37152e-321
-20.2102	8.68884	3.03993	-2.81629	120.354	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	2.37152e-321
-71.7512	-8.70901	8.44807	-0.952713	134.081	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	2.37152e-321
-20.0635	8.86709	3.53828	-0.570862	133.876	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	2.37152e-321
-20.0117	8.86976	4.03885	0.137008	169.731	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	2.37152e-321
-19.4861	8.96663	4.08853	-1.09978	169.738	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	2.37152e-321
-0.506778	-28.3023	7.92441	-0.435094	171.125	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	2.37152e-321
-18.6788	9.19164	4.24616	2.64865	171.206	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	2.37152e-321
-23.0732	11.5582	4.34468	-0.920186	163.943	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	2.37152e-321
-18.43	9.46411	3.73735	0.379867	169.351	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	2.37152e-321
-114.954	-29.1455	-5.48126	-0.148182	157.938	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	2.37152e-321
-17.7738	9.72388	3.70404	-0.0234247	155.634	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	2.37152e-321
-12.1582	9.5662	4.37292	-0.337842	145.263	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	2.37152e-321
-17.3413	9.88755	3.88976	1.99799	145.424	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	2.37152e-321
20.4435	-73.3112	-4.50848	-1.8301	204.72	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	2.37152e-321
-16.887	10.1448	3.27411	0.786141	210.855	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	2.37152e-321
-24.5102	2.67137	2.85866	-0.366916	151.038	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	2.37152e-321
-16.5153	10.3091	3.81639	1.29555	152.893	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	2.37152e-321
-33.0707	-48.2454	-1.34028	-1.06394	105.923	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	2.37152e-321
-16.0062	10.1841	4.02025	0.0304049	105.902	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	2.37152e-321
-84.3832	8.10234	-1.8272	-0.676409	109.734	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	2.37152e-321
-15.5702	10.19	4.14569	-1.72561	115.183	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	2.37152e-321
-18.9421	-11.5269	6.22819	-0.212738	120.228	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	2.37152e-321
-14.9365	10.4721	4.34939	-1.49421	120.166	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	2.37152e-321
-4.75219	-122.039	16.0398	0.704493	100.043	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	2.37152e-321
-14.4084	10.2214	5.03765	2.70423	87.7229	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	2.37152e-321
-7.78739	7.16992	4.16451	-0.0618178	41.5817	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	2.37152e-321
-13.8054	10.9297	5.0481	1.72612	35.1129	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	2.37152e-321
2.09161	-92.3434	-3.72165	-2.51489	7.45089	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	2.37152e-321
-13.3554	10.5514	4.24674	-3.09434	3.24662	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	2.37152e-321
-68.1934	6.89644	8.92966	-1.09287	-7.78051	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	2.37152e-321
-12.9592	11.0098	3.95612	2.79272	-8.12538	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	2.37152e-321
-5.51075	8.40993	3.30228	-0.420013	-117.645	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	2.37152e-321
-12.35	10.657	4.44171	1.92307	-120.146	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	2.37152e-321
13.7625	-60.2177	-1.70673	1.8593	-120.486	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	2.37152e-321
-11.9416	11.0525	4.66995	-0.502701	-121.304	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	2.37152e-321
-4.32691	6.98055	5.26585	-1.10716	-94.5482	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	2.37152e-321
-11.4504	10.9429	4.60136	2.07523	-98.65	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	2.37152e-321
27.7682	-60.1348	-2.49134	-1.22109	-107.681	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	2.37152e-321
-10.5994	10.6828	3.45378	-0.402815	-107.61	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	2.37152e-321
-9.19295	10.0829	2.94803	-0.600987	-144.598	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	2.37152e-321
-10.4141	10.8748	2.82715	-2.03709	-144.609	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	2.37152e-321
-50.653	-68.938	9.78544	0.532671	-117.997	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	2.37152e-321
-9.83418	11.1028	2.46535	-1.56257	-113.179	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	2.37152e-321
-8.90853	-96.952	11.5628	1.61397	-117.891	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	2.37152e-321
-9.31798	11.0343	0.939319	-1.01235	-117.358	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	2.37152e-321
-11.4779	14.2675	2.96325	-0.819683	-95.6784	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	2.37152e-321
-8.78757	11.072	3.30764	1.76794	-95.423	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	2.37152e-321
3.18958	-48.2112	-1.6835	-0.995927	-95.5561	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	2.37152e-321
-8.62087	10.6574	3.1998	0.968598	-95.6418	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	2.37152e-321
-111.823	-139.552	-15.4425	-3.00656	-89.6683	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	2.37152e-321
-7.51962	10.9997	-1.06378	-1.31872	-89.0475	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	2.37152e-321
2.84873	-29.021	1.4871	1.79653	-170.554	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	2.37152e-321
-7.15331	10.8157	-0.262626	2.27167	-169.846	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	2.37152e-321
-6.91923	10.377	-2.55014	1.86838	-152.871	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	2.37152e-321
