px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	yaw_angle	yaw_rate	NIS
-24.3382	-6.65416	4.83346	2.31816	-0.549697	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	2.31204	-0.549305	3.14139
-24.5052	-6.47772	4.8339	2.28583	-0.564444	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	2.28457	-0.549609	3.48462
-24.6113	-6.32363	4.77226	2.25487	-0.570997	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	2.25709	-0.549826	5.70744
-24.7521	-6.13203	4.77035	2.22279	-0.575366	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	2.2296	-0.549957	0.338644
-24.9297	-5.93797	4.79879	2.20233	-0.565091	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.2021	-0.55	2.44026
-25.0599	-5.73351	4.80017	2.17122	-0.56541	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	2.1746	-0.549957	1.87093
-25.1939	-5.55791	4.78093	2.14955	-0.559877	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	2.1471	-0.549826	0.419631
-25.3464	-5.37219	4.78464	2.14159	-0.525876	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	2.11961	-0.549609	1.29781
-25.4865	-5.15592	4.80525	2.11585	-0.524075	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	2.09213	-0.549305	0.529909
-25.6192	-4.97434	4.79064	2.11023	-0.487272	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	2.06467	-0.548915	6.52322
-25.7345	-4.79519	4.76258	2.0907	-0.48396	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	2.03722	-0.548437	0.694625
-25.8553	-4.58943	4.76405	2.07262	-0.471627	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	2.0098	-0.547873	0.263318
-25.9637	-4.35541	4.78407	2.04285	-0.476881	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	1.98241	-0.547223	0.453725
-26.073	-4.13622	4.78971	2.00214	-0.518279	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	1.95504	-0.546486	10.9267
-26.1598	-3.86684	4.8322	1.96298	-0.529614	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.92772	-0.545663	2.1147
-26.234	-3.63256	4.83463	1.91438	-0.574763	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	1.90044	-0.544754	3.58245
-26.2627	-3.3681	4.84518	1.86381	-0.596288	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	1.8732	-0.543759	4.55383
-26.312	-3.12645	4.84737	1.81891	-0.623479	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	1.84601	-0.542677	0.617185
-26.3382	-2.88624	4.83892	1.7775	-0.634269	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.81888	-0.54151	1.41645
-26.396	-2.65847	4.83328	1.75368	-0.6228	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.7918	-0.540258	1.33347
-26.4758	-2.48516	4.78161	1.74391	-0.604733	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	1.76479	-0.53892	5.67799
-26.5305	-2.24991	4.78507	1.72603	-0.582291	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.73784	-0.537498	0.934975
-26.5816	-2.04513	4.7573	1.70623	-0.57471	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.71097	-0.53599	1.32176
-26.6123	-1.80741	4.75758	1.6856	-0.555085	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.68417	-0.534397	1.97826
-26.6096	-1.5622	4.75952	1.648	-0.564837	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.65745	-0.532721	1.12306
-26.6071	-1.32827	4.75397	1.60657	-0.589565	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.63081	-0.53096	1.73544
-26.6105	-1.10063	4.74299	1.57719	-0.5901	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	1.60426	-0.529115	0.103274
-26.6395	-0.872105	4.73876	1.56139	-0.573079	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	1.57781	-0.527187	5.16564
-26.6496	-0.628213	4.74913	1.53792	-0.567288	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	1.55145	-0.525176	0.44602
-26.6369	-0.387325	4.75646	1.50088	-0.587752	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	1.52519	-0.523081	2.21957
-26.5909	-0.110084	4.79783	1.46126	-0.595737	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	1.49904	-0.520904	2.56856
-26.5714	0.127466	4.79982	1.43202	-0.599825	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	1.47299	-0.518645	2.74748
-26.5478	0.404551	4.84448	1.40652	-0.592853	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.44706	-0.516304	1.8848
-26.5351	0.641374	4.83914	1.39614	-0.56093	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.42124	-0.513881	1.75027
-26.5274	0.913472	4.877	1.38197	-0.54502	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	1.39555	-0.511377	3.34139
-26.4895	1.16492	4.88345	1.37323	-0.504287	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	1.36998	-0.508793	7.36987
-26.4324	1.40708	4.8876	1.34593	-0.506159	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	1.34454	-0.506127	0.0723838
-26.3936	1.6301	4.8668	1.33363	-0.483315	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	1.31923	-0.503383	8.22611
-26.3376	1.85198	4.85131	1.31018	-0.483304	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	1.29407	-0.500558	0.214951
-26.2702	2.08292	4.84995	1.28294	-0.489857	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	1.26904	-0.497655	0.191494
-26.2064	2.28978	4.82195	1.25961	-0.489857	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	1.24416	-0.494673	0.705126
-26.1438	2.51954	4.81625	1.2486	-0.463332	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	1.21942	-0.491613	0.887871
-26.065	2.75846	4.82873	1.22632	-0.461951	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	1.19484	-0.488475	0.129659
-25.9708	2.98081	4.8335	1.18724	-0.496647	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	1.17042	-0.48526	2.79274
-25.8716	3.24522	4.87955	1.16415	-0.493155	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.14615	-0.481969	1.7527
-25.7892	3.4727	4.88084	1.14492	-0.488751	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	1.12206	-0.478601	2.16214
-25.6825	3.68218	4.86959	1.1182	-0.491479	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	1.09813	-0.475158	0.135929
-25.5659	3.8914	4.86438	1.08807	-0.500416	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.07437	-0.47164	1.09687
-25.4961	4.08585	4.82939	1.07569	-0.489058	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	1.05079	-0.468047	3.76658
-25.3726	4.29056	4.82578	1.04724	-0.494931	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	1.02738	-0.46438	0.608266
-25.2146	4.50285	4.84356	1.01186	-0.504975	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.00417	-0.46064	1.99183
-25.0638	4.70073	4.83956	0.987183	-0.492547	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	0.981133	-0.456828	8.92962
-24.9445	4.89825	4.83017	0.967371	-0.488045	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.958291	-0.452943	0.450753
-24.7885	5.09003	4.83128	0.937794	-0.49175	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	0.935644	-0.448987	2.29945
-24.6226	5.29625	4.85395	0.9091	-0.495004	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.913195	-0.444959	0.90941
-24.4514	5.47384	4.85918	0.867021	-0.526034	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.890947	-0.440862	0.969161
-24.2651	5.64675	4.8627	0.830641	-0.536146	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	0.868904	-0.436695	1.23814
-24.0986	5.81113	4.85608	0.795319	-0.553902	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	0.847069	-0.432459	3.24405
-23.9245	5.97409	4.84961	0.76535	-0.556522	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.825446	-0.428154	0.056103
-23.7785	6.16337	4.83327	0.771514	-0.492586	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	0.804038	-0.423782	4.70654
-23.6096	6.32176	4.82241	0.74678	-0.493201	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.782849	-0.419343	0.12577
-23.459	6.50017	4.81106	0.743022	-0.458803	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	0.761882	-0.414838	1.93909
-23.2417	6.70224	4.87197	0.720022	-0.456211	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	0.74114	-0.410268	4.20997
-23.0456	6.84689	4.86278	0.695192	-0.451801	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	0.720627	-0.405632	5.56653
-22.8346	7.01324	4.88895	0.670021	-0.453408	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.700345	-0.400933	1.09063
-22.6235	7.14758	4.89241	0.634987	-0.471443	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	0.680299	-0.39617	1.48629
-22.4371	7.29603	4.88855	0.616031	-0.466847	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.66049	-0.391345	0.284692
-22.2111	7.41763	4.90833	0.568044	-0.511929	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	0.640923	-0.386458	2.60919
-22.0305	7.5802	4.91366	0.558661	-0.495012	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	0.6216	-0.381509	2.15427
-21.8469	7.7473	4.91003	0.563252	-0.447482	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	0.602525	-0.376501	5.86163
-21.6394	7.89047	4.91982	0.545563	-0.442247	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.583699	-0.371433	0.144113
-21.4475	8.02692	4.90725	0.535704	-0.423305	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	0.565128	-0.366307	1.65085
-21.2144	8.07752	4.87214	0.487535	-0.452546	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	0.546812	-0.361122	4.32305
-21.0218	8.23418	4.86281	0.501198	-0.389727	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	0.528756	-0.355881	6.70171
-20.8416	8.38546	4.8596	0.500408	-0.370315	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	0.510962	-0.350583	3.17339
-20.6039	8.49272	4.88318	0.46734	-0.395702	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	0.493433	-0.34523	4.22393
-20.36	8.62182	4.91858	0.449708	-0.392423	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	0.476172	-0.339823	1.43162
-20.1597	8.75531	4.90323	0.456268	-0.347329	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	0.459181	-0.334362	2.06255
-19.9563	8.86197	4.88836	0.442306	-0.344177	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.442462	-0.328848	0.592845
-19.7541	8.98676	4.87216	0.447196	-0.305351	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.42602	-0.323282	1.72626
-19.5281	9.06191	4.8599	0.421283	-0.316708	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.409856	-0.317665	0.613237
-19.2913	9.16651	4.88006	0.402758	-0.322841	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	0.393973	-0.311998	4.30923
-19.0123	9.24817	4.92177	0.373413	-0.335723	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	0.378373	-0.306282	5.92009
-18.7935	9.33477	4.91203	0.357193	-0.336478	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	0.363059	-0.300517	1.66201
-18.5427	9.43201	4.93805	0.341868	-0.33436	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.348033	-0.294705	0.811975
-18.2802	9.46056	4.95394	0.288229	-0.392807	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	0.333298	-0.288846	5.82447
-18.0014	9.57864	5.01852	0.28056	-0.378768	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	0.318855	-0.282942	3.99292
-17.7586	9.66546	5.01799	0.277503	-0.349089	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	0.304708	-0.276993	2.9043
-17.4898	9.7704	5.06262	0.270458	-0.337005	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.290859	-0.271	1.85963
-17.2453	9.84205	5.06731	0.254582	-0.337634	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.277309	-0.264964	0.532069
-16.9792	9.96345	5.11473	0.257111	-0.316068	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.26406	-0.258887	2.40347
-16.7279	10.0252	5.11848	0.239818	-0.318393	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.251116	-0.252769	0.119551
-16.4794	10.1368	5.14109	0.243288	-0.297571	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	0.238478	-0.246611	1.78168
-16.2267	10.1993	5.14838	0.226197	-0.303806	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.226147	-0.240414	0.666936
-15.9817	10.2377	5.13522	0.205209	-0.310115	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.214126	-0.234179	0.200703
-15.7347	10.3013	5.131	0.198943	-0.294784	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.202417	-0.227907	0.267424
-15.4996	10.3103	5.09891	0.171043	-0.309155	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	0.191022	-0.221599	1.12223
-15.2143	10.3244	5.13944	0.130093	-0.353553	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	0.179942	-0.215255	8.27855
-14.9528	10.3836	5.15611	0.122325	-0.342781	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.169179	-0.208879	0.475819
-14.7044	10.423	5.13237	0.123652	-0.302987	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	0.158735	-0.202468	6.34742
-14.4506	10.3995	5.11413	0.0886455	-0.32446	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	0.148612	-0.196027	1.89645
-14.1906	10.4252	5.11809	0.0762177	-0.317114	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.138811	-0.189554	0.646627
-13.9	10.564	5.18987	0.104472	-0.268334	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	0.129333	-0.183051	8.79896
-13.6446	10.6257	5.18175	0.117334	-0.222666	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	0.120181	-0.176519	2.35006
-13.3861	10.6316	5.17677	0.0974564	-0.232073	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.111355	-0.169959	0.408206
-13.1241	10.657	5.18256	0.0856808	-0.233062	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.102857	-0.163373	0.256211
-12.8685	10.7512	5.19877	0.10172	-0.203464	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	0.0946879	-0.156761	4.19354
-12.6057	10.8012	5.2047	0.104966	-0.183125	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	0.0868499	-0.150124	1.59137
-12.3583	10.777	5.18047	0.0775323	-0.202588	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	0.0793437	-0.143463	1.64202
-12.0998	10.8165	5.17804	0.0818797	-0.177581	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.0721706	-0.136779	0.75713
-11.8501	10.8809	5.17977	0.0897285	-0.159937	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.0653316	-0.130074	2.06573
-11.5763	10.9007	5.1955	0.0807719	-0.160157	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	0.0588279	-0.123349	2.75152
-11.338	10.9202	5.17376	0.0733009	-0.159636	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.0526604	-0.116604	0.731353
-11.0749	10.8533	5.18802	0.00682622	-0.260094	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	0.0468302	-0.10984	9.70749
-10.7883	10.8244	5.21113	-0.0175214	-0.271843	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	0.0413382	-0.10306	2.871
-10.5317	10.8209	5.2073	-0.0296616	-0.269835	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.0361852	-0.0962627	0.143611
-10.2918	10.8196	5.18726	-0.0398708	-0.266574	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	0.0313721	-0.0894504	0.930369
-10.0381	10.877	5.16808	-0.00672636	-0.187508	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	0.0268996	-0.0826241	6.65148
-9.77975	10.9206	5.17554	0.0012237	-0.168922	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	0.0227684	-0.0757847	1.99204
-9.53922	10.9078	5.15187	-0.00929367	-0.167945	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	0.0189791	-0.0689333	4.0847
-9.28087	10.9305	5.15672	-0.00801733	-0.157673	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.0155325	-0.062071	0.632363
-9.02878	10.9155	5.14485	-0.0160433	-0.151728	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	0.0124289	-0.0551989	2.76059
-8.7686	10.9424	5.15259	-0.0118734	-0.139334	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.00966898	-0.0483182	0.928665
-8.52063	10.905	5.1367	-0.0297658	-0.148824	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	0.00725307	-0.0414297	6.56585
-8.33075	10.836	5.0569	-0.0594177	-0.172094	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	0.00518158	-0.0345348	6.48138
-8.07515	10.852	5.05634	-0.0484072	-0.140207	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	0.00345484	-0.0276344	1.45613
-7.7673	10.8815	5.12137	-0.0393227	-0.123169	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	0.00207312	-0.0207296	4.18956
-7.50407	10.8833	5.12303	-0.0315817	-0.0954051	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	0.00103664	-0.0138215	2.15861
-7.23512	10.8664	5.1365	-0.0392663	-0.0984752	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.000345566	-0.00691132	0.457975
-6.99007	10.903	5.11635	-0.01153	-0.0420436	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15	-1.50937e-15	3.53787e-16	4.23161
