px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	yaw_angle	yaw_rate	NIS
4.07405	18.4082	4.86085	-2.4249	0.446655	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	3.82989	0.361122	2.23169
3.89508	18.2364	4.88821	-2.3848	0.484869	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	3.84795	0.355881	7.09264
3.65488	18.0963	4.93202	-2.38602	0.45585	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	3.86574	0.350583	2.57965
3.48475	17.9444	4.90192	-2.37465	0.43416	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.88327	0.34523	3.35669
3.26824	17.7784	4.93631	-2.36578	0.419056	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	3.90053	0.339823	1.20591
3.09387	17.5955	4.95604	-2.33394	0.441966	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	3.91752	0.334362	2.48886
2.90904	17.4772	4.93209	-2.33506	0.417621	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	3.93424	0.328848	6.0529
2.76933	17.262	4.94914	-2.2842	0.465241	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.95068	0.323282	3.35608
2.5956	17.0779	4.95813	-2.26637	0.459071	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	3.96685	0.317665	0.106696
2.4285	16.9095	4.9323	-2.26281	0.425381	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	3.98273	0.311998	1.92803
2.26268	16.7369	4.92845	-2.25007	0.416221	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	3.99833	0.306282	0.502519
2.09084	16.5414	4.93279	-2.24088	0.394427	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.01365	0.300517	5.07436
1.93894	16.3125	4.95729	-2.21195	0.403708	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	4.02867	0.294705	2.33255
1.77939	16.135	4.93841	-2.20859	0.376796	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	4.04341	0.288846	1.13086
1.57934	15.967	4.95787	-2.21595	0.347527	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	4.05785	0.282942	1.88373
1.45562	15.7378	4.97889	-2.17428	0.385545	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	4.07199	0.276993	1.99924
1.28694	15.5224	5.00782	-2.16239	0.376662	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	4.08584	0.271	1.0382
1.13298	15.3289	5.00344	-2.15522	0.360845	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	4.09939	0.264964	0.98869
0.930115	15.115	5.05499	-2.15881	0.335742	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	4.11264	0.258887	3.06177
0.781796	14.9316	5.02642	-2.1593	0.307734	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	4.12559	0.252769	2.33845
0.669245	14.7153	5.0136	-2.13373	0.319181	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	4.13823	0.246611	0.290252
0.560475	14.476	5.03196	-2.09685	0.350821	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	4.15056	0.240414	1.74278
0.389953	14.2569	5.06409	-2.09531	0.332529	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	4.16258	0.234179	1.23992
0.278477	14.0086	5.10256	-2.05606	0.372431	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	4.17429	0.227907	3.58545
0.244699	13.7576	5.06803	-2.00247	0.411693	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.18568	0.221599	3.14474
0.147077	13.5165	5.08807	-1.97183	0.430458	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	4.19676	0.215255	1.27085
-0.0155791	13.2904	5.12104	-1.97665	0.400099	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	4.20752	0.208879	1.8687
-0.13219	13.07	5.10619	-1.97104	0.378027	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	4.21797	0.202468	0.869204
-0.155797	12.8385	5.06	-1.92472	0.410313	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	4.22809	0.196027	2.86532
-0.275208	12.6118	5.04922	-1.92622	0.376408	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	4.23789	0.189554	3.6097
-0.393137	12.3765	5.06481	-1.92053	0.361025	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	4.24737	0.183051	0.43523
-0.51847	12.166	5.04818	-1.92796	0.326467	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	4.25652	0.176519	3.87918
-0.601385	11.9432	5.03365	-1.91259	0.325856	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	4.26535	0.169959	0.482831
-0.726472	11.7155	5.03671	-1.91851	0.296041	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	4.27385	0.163373	2.92793
-0.911245	11.4766	5.08698	-1.94442	0.248563	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.28201	0.156761	4.46838
-1.01963	11.2487	5.06544	-1.94975	0.216475	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	4.28985	0.150124	3.17031
-1.19093	11.023	5.09414	-1.97228	0.178486	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	4.29736	0.143463	2.54638
-1.27024	10.7788	5.10743	-1.94724	0.205499	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	4.30453	0.136779	1.14073
-1.39692	10.5275	5.13678	-1.94849	0.192304	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	4.31137	0.130074	1.17606
-1.47933	10.2685	5.1618	-1.92561	0.214508	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	4.31787	0.123349	1.57913
-1.58433	10.0549	5.14301	-1.92554	0.20303	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	4.32404	0.116604	1.79016
-1.675	9.82355	5.12967	-1.92048	0.194008	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	4.32987	0.10984	0.452891
-1.75602	9.59939	5.1109	-1.91089	0.194136	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	4.33536	0.10306	0.691862
-1.85974	9.35141	5.13663	-1.90306	0.198464	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	4.34052	0.0962627	2.66331
-1.93812	9.06383	5.17707	-1.8856	0.206263	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.34533	0.0894504	4.41215
-2.0277	8.83779	5.15276	-1.88751	0.185781	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	4.3498	0.0826241	1.67934
-2.12392	8.58649	5.167	-1.88422	0.178911	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	4.35393	0.0757847	0.268991
-2.24611	8.33673	5.19024	-1.89285	0.158091	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	4.35772	0.0689333	3.12899
-2.30112	8.0983	5.17033	-1.87554	0.168799	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	4.36117	0.062071	0.551176
-2.37195	7.87992	5.13596	-1.87076	0.161717	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	4.36427	0.0551989	5.3459
-2.48211	7.63067	5.15631	-1.87618	0.146497	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	4.36703	0.0483182	0.802907
-2.64229	7.39844	5.16456	-1.91504	0.0795236	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	4.36945	0.0414297	6.05252
-2.74465	7.14334	5.18387	-1.91585	0.0740713	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	4.37152	0.0345348	0.489695
-2.81065	6.90641	5.17243	-1.90014	0.0935218	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	4.37325	0.0276344	1.46752
-2.86218	6.68943	5.12971	-1.88658	0.103319	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	4.37463	0.0207296	2.4054
-2.93611	6.4607	5.09803	-1.89265	0.0753463	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.37567	0.0138215	4.36406
-2.99296	6.22048	5.0849	-1.88023	0.0847259	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	4.37636	0.00691132	0.465012
-3.10715	5.97653	5.10651	-1.88889	0.0722068	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	4.3767	-1.76894e-16	3.19654
-3.18498	5.70651	5.13331	-1.88167	0.0760292	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	4.3767	-0.00691132	1.58647
-3.29379	5.46041	5.13965	-1.90024	0.0365593	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	4.37636	-0.0138215	2.38015
-3.38656	5.20202	5.16023	-1.90039	0.0344622	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	4.37567	-0.0207296	0.588055
-3.45594	4.95531	5.15906	-1.88932	0.0499873	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	4.37463	-0.0276344	0.186283
-3.56343	4.68478	5.19951	-1.89372	0.0429566	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	4.37325	-0.0345348	2.2827
-3.6721	4.43418	5.20938	-1.9123	0.00439948	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	4.37152	-0.0414297	2.42781
-3.79843	4.17038	5.24962	-1.92363	-0.00710983	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	4.36945	-0.0483182	2.98369
-3.88234	3.92831	5.24472	-1.91616	0.00967424	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	4.36703	-0.0551989	1.04735
-3.95764	3.69067	5.22787	-1.91229	0.0127578	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	4.36427	-0.062071	0.500452
-4.06425	3.47812	5.19845	-1.93128	-0.0215762	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.36117	-0.0689333	4.13483
-4.15512	3.23288	5.20033	-1.93179	-0.0209515	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	4.35772	-0.0757847	0.00987946
-4.26969	2.98186	5.21952	-1.94672	-0.0461357	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	4.35393	-0.0826241	0.921988
-4.35669	2.71228	5.24416	-1.9425	-0.0387241	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	4.3498	-0.0894504	1.41926
-4.445	2.46228	5.24702	-1.93892	-0.0292339	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	4.34533	-0.0962627	0.168564
-4.54716	2.2017	5.26924	-1.94028	-0.0281598	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	4.34052	-0.10306	0.823907
-4.65864	1.96778	5.26538	-1.96428	-0.0761124	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.33536	-0.10984	4.12511
-4.7705	1.70118	5.29836	-1.96729	-0.0736055	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	4.32987	-0.116604	1.88284
-4.89454	1.45443	5.31501	-1.98524	-0.100717	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	4.32404	-0.123349	0.83819
-4.95668	1.21246	5.28847	-1.97754	-0.0892285	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.31787	-0.130074	4.53853
-5.05555	0.98783	5.26352	-1.98102	-0.0857122	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	4.31137	-0.136779	0.936978
-5.11913	0.748245	5.23874	-1.97384	-0.0752853	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	4.30453	-0.143463	3.86335
-5.21004	0.464379	5.28465	-1.97033	-0.0723282	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	4.29736	-0.150124	5.33422
-5.28621	0.219945	5.27166	-1.96607	-0.0646985	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	4.28985	-0.156761	1.43796
-5.39667	-0.0166563	5.26383	-1.96447	-0.0464583	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	4.28201	-0.163373	5.8812
-5.46927	-0.259935	5.24956	-1.95854	-0.0382697	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	4.27385	-0.169959	1.58972
-5.59137	-0.455431	5.20766	-1.97939	-0.0646667	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	4.26535	-0.176519	4.06369
-5.72979	-0.649363	5.17334	-2.00252	-0.088486	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	4.25652	-0.183051	3.11819
-5.84385	-0.876343	5.17772	-2.02203	-0.123161	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	4.24737	-0.189554	5.44104
-5.93821	-1.13691	5.20031	-2.01608	-0.108369	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	4.23789	-0.196027	1.14559
-6.02605	-1.39881	5.22038	-2.00826	-0.0932932	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	4.22809	-0.202468	2.63646
-6.16468	-1.60929	5.20485	-2.02734	-0.11055	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	4.21797	-0.208879	1.2076
-6.30697	-1.83943	5.23317	-2.0575	-0.16095	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.20752	-0.215255	4.37744
-6.41197	-2.08494	5.24099	-2.0563	-0.149863	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	4.19676	-0.221599	0.441887
-6.56381	-2.29154	5.22653	-2.07807	-0.165972	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	4.18568	-0.227907	3.11828
-6.71263	-2.50206	5.21789	-2.09731	-0.179173	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	4.17429	-0.234179	0.545058
-6.8683	-2.71473	5.22002	-2.11912	-0.197541	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	4.16258	-0.240414	1.22733
-6.96043	-2.97604	5.23986	-2.10451	-0.167774	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	4.15056	-0.246611	2.37
-7.09002	-3.20089	5.23265	-2.10876	-0.159192	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	4.13823	-0.252769	0.2017
-7.21518	-3.40183	5.20428	-2.11978	-0.163856	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	4.12559	-0.258887	1.41392
-7.36097	-3.6437	5.22938	-2.12522	-0.159426	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.11264	-0.264964	4.43194
-7.52055	-3.79614	5.17044	-2.15865	-0.191622	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.09939	-0.271	5.0941
-7.66484	-4.00573	5.16971	-2.17114	-0.197438	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	4.08584	-0.276993	0.492087
-7.8195	-4.22895	5.18425	-2.18057	-0.196488	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	4.07199	-0.282942	0.430377
-7.97036	-4.44613	5.18915	-2.18886	-0.193822	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	4.05785	-0.288846	0.3656
-8.13157	-4.67755	5.21426	-2.19602	-0.190135	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	4.04341	-0.294705	1.18703
-8.27199	-4.88645	5.18478	-2.19444	-0.167308	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	4.02867	-0.300517	2.59385
-8.40594	-5.10462	5.18298	-2.19444	-0.157346	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	4.01365	-0.306282	0.27764
-8.55269	-5.28311	5.13368	-2.20347	-0.151577	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.99833	-0.311998	4.41742
-8.74473	-5.47895	5.146	-2.22709	-0.1705	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	3.98273	-0.317665	1.63338
-8.90297	-5.67896	5.13635	-2.23455	-0.166488	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	3.96685	-0.323282	0.453675
-9.06244	-5.86611	5.124	-2.24716	-0.171808	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	3.95068	-0.328848	0.254506
-9.20137	-6.03552	5.06649	-2.25199	-0.16151	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	3.93424	-0.334362	7.13926
-9.38469	-6.14758	5.00686	-2.29206	-0.200497	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	3.91752	-0.339823	6.05165
-9.55791	-6.33282	5.00381	-2.30372	-0.200774	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	3.90053	-0.34523	0.899919
-9.70182	-6.53561	5.00441	-2.30046	-0.184989	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	3.88327	-0.350583	0.385657
-9.92033	-6.69517	5.02431	-2.3366	-0.219573	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	3.86574	-0.355881	6.63723
-10.1254	-6.85438	5.02605	-2.36379	-0.238713	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	3.84795	-0.361122	0.607777
-10.3086	-7.01771	5.02412	-2.38132	-0.246585	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	3.82989	-0.366307	1.12018
-10.5375	-7.18854	5.0535	-2.40879	-0.263815	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.81158	-0.371433	3.15887
-10.7416	-7.33262	5.04938	-2.43498	-0.280018	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	3.793	-0.376501	2.05984
-10.9862	-7.48591	5.07795	-2.46818	-0.301932	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.77418	-0.381509	3.29035
-11.1757	-7.62987	5.05362	-2.48398	-0.302511	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	3.7551	-0.386458	1.38395
-11.3293	-7.78385	5.02036	-2.48435	-0.286098	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.73578	-0.391345	3.46312
-11.5256	-7.91428	4.99716	-2.50479	-0.293434	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	3.71621	-0.39617	2.08045
-11.7104	-8.0202	4.95612	-2.52886	-0.305691	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.6964	-0.400933	3.75061
-11.9072	-8.13809	4.91237	-2.54999	-0.312471	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	3.67636	-0.405632	2.53567
-12.1255	-8.22787	4.89341	-2.58592	-0.336817	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	3.65608	-0.410268	1.182
-12.3473	-8.35324	4.9234	-2.60655	-0.340484	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	3.63556	-0.414838	2.29185
-12.5542	-8.43307	4.89214	-2.63838	-0.35879	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	3.61482	-0.419343	2.46552
-12.7642	-8.52192	4.85261	-2.66664	-0.372966	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	3.59385	-0.423782	2.31783
-13.0378	-8.60545	4.88713	-2.70971	-0.400082	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	3.57266	-0.428154	3.52206
-13.2818	-8.70409	4.9152	-2.73424	-0.403221	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	3.55126	-0.432459	2.50521
-13.5059	-8.74957	4.8882	-2.77361	-0.426552	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	3.52963	-0.436695	2.39531
-13.7287	-8.79203	4.84041	-2.81504	-0.455486	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.5078	-0.440862	4.38755
-13.954	-8.89848	4.85032	-2.82386	-0.438959	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	3.48576	-0.444959	0.59612
-14.198	-8.98849	4.89099	-2.83676	-0.422209	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	3.46351	-0.448987	2.66275
-14.4201	-9.09574	4.89398	-2.84029	-0.401906	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	3.44106	-0.452943	0.521521
-14.6506	-9.16575	4.88521	-2.86098	-0.404171	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	3.41841	-0.456828	0.251264
-14.9306	-9.16309	4.90621	-2.91806	-0.445393	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	3.39557	-0.46064	2.01997
-15.1845	-9.23672	4.92972	-2.93246	-0.434491	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	3.37254	-0.46438	4.4103
-15.4435	-9.34779	4.96468	-2.92998	-0.405316	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	3.34932	-0.468047	5.17837
-15.6896	-9.3771	4.94655	-2.96457	-0.427919	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	3.32592	-0.47164	1.90683
-15.9443	-9.45919	4.96712	-2.96961	-0.408405	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	3.30234	-0.475158	2.07925
-16.1969	-9.46857	4.95953	-3.00765	-0.432442	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	3.27858	-0.478601	2.28834
-16.4486	-9.46248	4.95911	-3.04582	-0.451194	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	3.25465	-0.481969	0.549635
-16.6735	-9.45925	4.92491	-3.0801	-0.470092	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	3.23055	-0.48526	5.27954
-16.9513	-9.44688	4.95523	-3.11735	-0.48409	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	3.20629	-0.488475	1.42681
-17.201	-9.50594	4.97044	-3.11305	-0.446408	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	3.18186	-0.491613	7.84089
-17.4596	-9.5235	4.98213	-3.13036	-0.440225	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	3.15728	-0.494673	0.509744
-17.717	-9.51314	4.98409	3.12227	-0.45383	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	3.13255	-0.497655	1.69147
-17.9711	-9.48098	4.9895	3.08872	-0.465661	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	3.10767	-0.500558	0.212919
-18.2172	-9.4423	4.97934	3.05093	-0.48819	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	3.08264	-0.503383	0.738039
-18.4284	-9.4818	4.93842	3.05556	-0.458084	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	3.05747	-0.506127	2.37412
-18.666	-9.46685	4.93523	3.04046	-0.445047	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	3.03216	-0.508793	1.684
-18.9137	-9.45931	4.9363	3.02676	-0.435527	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	3.00672	-0.511377	0.269288
-19.1456	-9.41923	4.9285	3.00413	-0.433192	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	2.98115	-0.513881	3.98899
-19.3874	-9.30477	4.93771	2.94941	-0.469269	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.95546	-0.516304	2.96208
-19.6226	-9.2271	4.92862	2.90823	-0.496621	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	2.92964	-0.518645	1.17444
-19.8697	-9.10924	4.94858	2.85938	-0.521977	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	2.90371	-0.520904	1.31038
-20.1054	-9.00972	4.95466	2.82226	-0.533126	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	2.87767	-0.523081	4.97417
-20.2975	-9.11898	4.86224	2.87132	-0.456038	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	2.85151	-0.525176	15.2616
-20.5371	-9.07302	4.86517	2.86005	-0.440411	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	2.82525	-0.527187	1.52916
-20.7569	-8.98128	4.85854	2.8284	-0.451232	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	2.79889	-0.529115	0.733749
-20.9979	-8.89875	4.86898	2.80225	-0.457601	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.77244	-0.53096	2.32545
-21.1976	-8.82879	4.83548	2.78248	-0.455928	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	2.74589	-0.532721	1.67083
-21.4308	-8.73785	4.84133	2.75534	-0.465119	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	2.71925	-0.534397	1.82705
-21.6298	-8.70779	4.7929	2.75489	-0.44289	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.69253	-0.53599	2.51272
-21.8251	-8.55649	4.77777	2.69178	-0.507564	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	2.66574	-0.537498	6.83185
-22.0292	-8.48285	4.75439	2.67814	-0.496067	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	2.63886	-0.53892	0.60453
-22.2391	-8.37024	4.75848	2.65647	-0.486339	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.61191	-0.540258	1.84928
-22.4654	-8.28077	4.76388	2.64363	-0.473785	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	2.5849	-0.54151	1.02337
-22.6596	-8.15671	4.75168	2.61046	-0.490489	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	2.55783	-0.542677	1.12376
-22.8814	-7.94011	4.81762	2.55377	-0.521399	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	2.53069	-0.543759	4.87542
-23.0728	-7.78814	4.8125	2.50716	-0.561382	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	2.5035	-0.544754	3.70007
-23.2936	-7.62315	4.85023	2.47698	-0.561498	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.47627	-0.545663	1.94236
-23.4921	-7.48374	4.85571	2.46539	-0.530201	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	2.44898	-0.546486	1.63129
-23.6602	-7.33686	4.83443	2.43785	-0.532537	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	2.42166	-0.547223	0.768136
-23.8496	-7.17857	4.8419	2.41638	-0.521913	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	2.3943	-0.547873	0.873758
-24.017	-7.07445	4.79317	2.40702	-0.507489	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.3669	-0.548437	2.36221
-24.1839	-6.89214	4.79761	2.36914	-0.52627	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.33948	-0.548915	1.94394
